n;m;num_parameters;r_squared;chi_squared;reduced_chi_squared;aic;bic;max_abs_stud_resid;max_abs_residual_mK;sum_of_absolute_residuals;durbin_watson;bp_lm_stat;bp_p_value
6;7;14;1.000000;2.191016;0.073034;-692.638704;-667.660049;3.180672;0.934992;0.007996;2.153016;12.049249;0.060879
6;8;15;1.000000;3.201478;0.110396;-680.826785;-654.063940;3.180672;0.896684;0.008988;2.041272;12.477236;0.052131
6;9;16;1.000000;3.107130;0.110969;-680.814400;-652.267366;3.180672;0.934535;0.008411;2.129999;10.304117;0.112415
6;10;17;1.000000;2.264011;0.083852;-683.118668;-652.787444;3.180672;0.926635;0.008633;2.077494;12.569826;0.050399
7;2;10;1.000000;3.993185;0.117447;-683.821725;-665.979829;3.103532;1.084000;0.009803;1.907931;8.959272;0.255593
7;3;11;1.000000;3.957107;0.119912;-685.683452;-666.057366;3.103532;1.166648;0.009420;1.952701;9.315654;0.230781
7;4;12;1.000000;3.232120;0.101004;-691.112786;-669.702510;3.103532;1.052346;0.008563;2.158866;9.190646;0.239257
7;5;13;1.000000;3.407485;0.109919;-685.696681;-662.502216;3.103532;1.032200;0.008729;2.049060;10.688659;0.152788
7;6;14;1.000000;3.401663;0.113389;-683.452588;-658.473933;3.103532;1.004948;0.008969;2.053299;10.959994;0.140374
7;7;15;1.000000;3.415151;0.117764;-677.883097;-651.120253;3.103532;0.894419;0.010166;1.993791;11.421922;0.121245
7;9;17;1.000000;2.502301;0.092678;-679.755370;-649.424146;3.103532;0.975591;0.009202;2.009837;11.556509;0.116119
8;2;11;1.000000;4.274182;0.129521;-680.564487;-660.938401;3.049409;1.103192;0.010036;1.817021;7.497206;0.484056
8;3;12;1.000000;3.481351;0.108792;-686.709424;-665.299148;3.049409;1.053804;0.008947;2.018441;9.894529;0.272507
8;4;13;1.000000;5.041591;0.162632;-671.371906;-648.177441;3.049409;1.006853;0.011459;1.445878;9.809710;0.278637
8;5;14;1.000000;2.545135;0.084838;-685.527784;-660.549129;3.049409;0.990072;0.009172;1.991115;11.083407;0.197018
8;6;15;1.000000;3.352497;0.115603;-681.537505;-654.774660;3.049409;0.996486;0.008854;2.051522;11.341429;0.183094
8;7;16;1.000000;3.172478;0.113303;-681.155611;-652.608576;3.049409;0.942100;0.008406;2.127728;9.643026;0.290980
8;8;17;1.000000;3.255761;0.120584;-680.678946;-650.347722;3.049409;1.023484;0.008396;2.010220;11.219357;0.189577
9;2;12;1.000000;3.340306;0.104385;-686.901598;-665.491323;2.869388;0.970113;0.009073;2.029497;11.550547;0.239849
9;3;13;1.000000;3.334599;0.107568;-685.461806;-662.267341;2.869388;0.988928;0.008925;2.043071;11.315254;0.254717
9;4;14;1.000000;3.303837;0.110128;-681.716644;-656.737989;2.869388;0.892992;0.009523;2.003242;12.286030;0.197660
9;5;15;1.000000;2.644539;0.091191;-683.083768;-656.320923;2.869388;0.913684;0.009024;2.069085;13.400322;0.145313
9;6;16;1.000000;3.312856;0.118316;-678.638289;-650.091254;2.869388;0.948271;0.009145;2.027040;11.674999;0.232257
10;2;13;1.000000;3.328099;0.107358;-685.061410;-661.866944;2.779281;0.970352;0.009107;2.043413;11.972918;0.286873
10;3;14;1.000000;3.330200;0.111007;-683.097169;-658.118514;2.779281;0.965884;0.008904;2.038886;11.684996;0.306692
10;4;15;1.000000;3.248132;0.112005;-680.550143;-653.787298;2.779281;0.916851;0.009168;2.035804;12.339467;0.262979
10;5;16;1.000000;2.144778;0.076599;-688.530931;-659.983896;2.779281;0.927561;0.007914;2.156465;13.666487;0.188755
10;6;17;1.000000;2.939802;0.108882;-679.175843;-648.844619;2.779281;0.998085;0.009057;2.025286;9.224823;0.510908
11;2;14;1.000000;3.269816;0.108994;-682.702020;-657.723365;3.005560;0.933515;0.009112;2.043168;12.503176;0.327032
11;3;15;1.000000;3.321565;0.114537;-681.197586;-654.434742;3.005560;0.967270;0.008863;2.042254;11.825073;0.376935
11;4;16;1.000000;3.265236;0.116616;-679.102021;-650.554987;3.005560;0.945127;0.008971;2.031009;12.251339;0.345051
11;5;17;1.000000;2.284321;0.084604;-679.757430;-649.426207;3.005560;0.859330;0.008787;2.118835;14.296169;0.217036
12;2;15;1.000000;3.266957;0.112654;-680.615269;-653.852425;3.053497;0.930633;0.009132;2.042519;12.606424;0.398284
12;3;16;1.000000;2.493523;0.089054;-677.965991;-649.418957;3.053497;0.871293;0.009729;2.069142;13.116876;0.360603
13;2;16;1.000000;3.282621;0.117236;-678.734923;-650.187888;3.272170;0.946405;0.009110;2.043813;12.682321;0.472639
13;3;17;1.000000;2.457229;0.091008;-676.763561;-646.432337;3.272170;0.840772;0.009400;2.062125;13.845433;0.384819
14;2;17;1.000000;3.234838;0.119809;-677.822475;-647.491251;3.151914;0.960287;0.008695;2.049831;13.078419;0.520358
